timestamp,electric_load_kw,heat_load_kw,cooling_load_kw,pv_kw,wind_kw,buy_price_cny_per_kwh,sell_price_cny_per_kwh
2025-01-05 10:00:00,374.976986,287.537148,315.291394,219.326435,70.471991,0.650000,0.250000
2025-01-05 11:00:00,412.558572,273.276657,345.111551,216.549553,46.077762,0.650000,0.250000
2025-01-05 12:00:00,426.943785,262.079008,355.469010,239.896466,54.585873,0.650000,0.250000
2025-01-05 13:00:00,439.130171,238.817446,343.928364,235.459426,34.146186,0.650000,0.250000
2025-01-05 14:00:00,388.774448,217.579333,328.217696,221.689986,45.613705,0.650000,0.250000
2025-01-05 15:00:00,377.021334,220.515959,306.697877,157.654282,38.698344,0.650000,0.250000
2025-01-05 16:00:00,369.981989,207.667504,252.706512,111.154446,54.173287,0.650000,0.250000
2025-01-05 17:00:00,326.045315,205.243468,210.158228,63.409474,73.155595,1.050000,0.250000
2025-01-05 18:00:00,305.309910,209.071350,156.914978,0.000000,63.974653,1.050000,0.250000
2025-01-05 19:00:00,295.474522,219.029655,192.172726,0.000000,68.303582,1.050000,0.250000
2025-01-05 20:00:00,311.165499,237.578641,166.415359,0.000000,111.855586,1.050000,0.250000
2025-01-05 21:00:00,288.519009,229.265645,172.805501,0.000000,111.398072,1.050000,0.250000
2025-01-05 22:00:00,311.240035,242.577984,180.317637,0.000000,127.793367,0.650000,0.250000
2025-01-05 23:00:00,300.809068,270.210755,180.523406,0.000000,127.196998,0.350000,0.250000
2025-01-06 00:00:00,256.895300,258.515655,142.499837,0.000000,123.787475,0.350000,0.250000
2025-01-06 01:00:00,253.915381,277.422085,155.822869,0.000000,152.414146,0.350000,0.250000
2025-01-06 02:00:00,264.019168,284.916224,156.041020,0.000000,139.120298,0.350000,0.250000
2025-01-06 03:00:00,262.905569,291.301482,164.790854,0.000000,100.017779,0.350000,0.250000
2025-01-06 04:00:00,288.638241,321.234756,150.647558,0.000000,118.093997,0.350000,0.250000
2025-01-06 05:00:00,265.872321,301.450981,144.982608,0.000000,118.794089,0.350000,0.250000
2025-01-06 06:00:00,251.374129,306.433706,170.311192,0.000000,97.598955,0.350000,0.250000
2025-01-06 07:00:00,292.496451,299.516642,179.873928,46.302148,85.314433,0.650000,0.250000
2025-01-06 08:00:00,339.571432,283.265980,244.177669,84.898300,85.400253,0.650000,0.250000
2025-01-06 09:00:00,341.150087,264.759145,264.125340,125.528634,63.614500,0.650000,0.250000
2025-01-06 10:00:00,332.298695,256.492943,279.942728,152.316605,57.201142,0.650000,0.250000
2025-01-06 11:00:00,341.742950,227.527409,306.392295,176.510102,20.251925,0.650000,0.250000
2025-01-06 12:00:00,374.906195,226.450863,302.068426,174.671938,56.563033,0.650000,0.250000
2025-01-06 13:00:00,366.402984,228.254646,305.897269,183.604316,42.996865,0.650000,0.250000
2025-01-06 14:00:00,362.403557,201.246671,297.175913,161.770295,41.308448,0.650000,0.250000
2025-01-06 15:00:00,331.568046,192.637177,274.693167,131.655955,45.931572,0.650000,0.250000
2025-01-06 16:00:00,321.166458,178.099127,238.450998,97.388626,48.259734,0.650000,0.250000
2025-01-06 17:00:00,284.811493,159.372132,186.010193,46.756659,65.086744,1.050000,0.250000
2025-01-06 18:00:00,282.662587,178.104734,145.643203,0.000000,90.943226,1.050000,0.250000
2025-01-06 19:00:00,257.595491,179.026164,158.358104,0.000000,97.769816,1.050000,0.250000
2025-01-06 20:00:00,269.143235,201.859298,145.609087,0.000000,99.118577,1.050000,0.250000
2025-01-06 21:00:00,254.716306,196.686004,159.375705,0.000000,100.232637,1.050000,0.250000
2025-01-06 22:00:00,268.152849,233.296056,135.643810,0.000000,110.745168,0.650000,0.250000
2025-01-06 23:00:00,286.841143,242.713371,160.028250,0.000000,115.536713,0.350000,0.250000
2025-01-07 00:00:00,304.355741,282.256451,172.379936,0.000000,144.333209,0.350000,0.250000
2025-01-07 01:00:00,307.454975,287.470568,152.176638,0.000000,147.719363,0.350000,0.250000
2025-01-07 02:00:00,285.523399,299.867196,170.947065,0.000000,150.542277,0.350000,0.250000
2025-01-07 03:00:00,303.966446,322.757456,163.009741,0.000000,118.228629,0.350000,0.250000
2025-01-07 04:00:00,285.590061,349.026890,184.436133,0.000000,101.449795,0.350000,0.250000
2025-01-07 05:00:00,308.031107,340.109246,173.695151,0.000000,109.271311,0.350000,0.250000
2025-01-07 06:00:00,306.651046,337.732095,172.881117,0.000000,91.003453,0.350000,0.250000
2025-01-07 07:00:00,318.621134,315.492462,227.648618,52.403626,94.663790,0.650000,0.250000
2025-01-07 08:00:00,354.006807,325.550880,255.328604,92.299217,54.378344,0.650000,0.250000
2025-01-07 09:00:00,377.733273,300.912631,280.051172,127.562472,57.223440,0.650000,0.250000
2025-01-07 10:00:00,411.440589,290.911525,317.604717,179.476081,51.559405,0.650000,0.250000
2025-01-07 11:00:00,398.058972,257.207436,333.303273,175.603492,31.529551,0.650000,0.250000
2025-01-07 12:00:00,410.252279,251.106005,326.015912,180.825827,56.948417,0.650000,0.250000
2025-01-07 13:00:00,413.204624,239.510857,334.822994,191.863572,33.528952,0.650000,0.250000
2025-01-07 14:00:00,394.005114,220.022067,327.811802,170.879602,49.442113,0.650000,0.250000
2025-01-07 15:00:00,358.038907,203.449664,292.210239,127.742263,51.245466,0.650000,0.250000
2025-01-07 16:00:00,353.978864,195.065200,250.207650,103.505698,62.676089,0.650000,0.250000
2025-01-07 17:00:00,328.224690,198.927103,205.078653,48.047620,95.606466,1.050000,0.250000
2025-01-07 18:00:00,283.825921,182.163626,155.260025,0.000000,90.371007,1.050000,0.250000
2025-01-07 19:00:00,296.359545,215.716035,148.772111,0.000000,120.384115,1.050000,0.250000
2025-01-07 20:00:00,284.237506,213.949375,164.131651,0.000000,108.584856,1.050000,0.250000
2025-01-07 21:00:00,314.900699,246.003256,167.467272,0.000000,122.246723,1.050000,0.250000
2025-01-07 22:00:00,318.815168,247.229499,171.203249,0.000000,167.117387,0.650000,0.250000
2025-01-07 23:00:00,307.986302,260.208737,177.906769,0.000000,127.589660,0.350000,0.250000
2025-01-08 00:00:00,257.869254,242.660250,148.136290,0.000000,110.223059,0.350000,0.250000
2025-01-08 01:00:00,262.525215,248.942744,133.905232,0.000000,129.978915,0.350000,0.250000
2025-01-08 02:00:00,246.204269,275.684364,134.706223,0.000000,114.801316,0.350000,0.250000
2025-01-08 03:00:00,253.967296,280.656964,137.380481,0.000000,113.256028,0.350000,0.250000
2025-01-08 04:00:00,231.822988,268.660082,145.345070,0.000000,100.405816,0.350000,0.250000
2025-01-08 05:00:00,254.190554,288.146615,153.024822,0.000000,75.936341,0.350000,0.250000
2025-01-08 06:00:00,241.406457,286.640147,155.403204,0.000000,48.332745,0.350000,0.250000
2025-01-08 07:00:00,257.605666,271.761756,178.625374,55.272528,67.962973,0.650000,0.250000
2025-01-08 08:00:00,296.236520,277.430826,212.757299,116.647125,63.926701,0.650000,0.250000
2025-01-08 09:00:00,300.376247,259.916433,249.108223,165.875665,70.088170,0.650000,0.250000
2025-01-08 10:00:00,325.783525,259.030753,269.598047,182.998160,47.372373,0.650000,0.250000
2025-01-08 11:00:00,329.416247,221.241617,289.107644,215.800331,37.533988,0.650000,0.250000
2025-01-08 12:00:00,357.277470,221.223021,302.377663,226.218346,62.894482,0.650000,0.250000
2025-01-08 13:00:00,319.761608,195.169175,278.995336,230.459333,44.171466,0.650000,0.250000
2025-01-08 14:00:00,331.256120,200.532617,270.043740,196.082351,55.392963,0.650000,0.250000
2025-01-08 15:00:00,319.712511,176.133411,251.874390,158.764784,87.268728,0.650000,0.250000
2025-01-08 16:00:00,303.692917,174.898889,208.958521,108.300221,89.636617,0.650000,0.250000
2025-01-08 17:00:00,288.445204,169.862069,190.178356,59.242427,104.403675,1.050000,0.250000
2025-01-08 18:00:00,257.998653,167.336927,148.130355,0.000000,106.241486,1.050000,0.250000
2025-01-08 19:00:00,210.745389,162.297570,149.057773,0.000000,98.550855,1.050000,0.250000
2025-01-08 20:00:00,245.981119,196.439546,141.571384,0.000000,121.796767,1.050000,0.250000
2025-01-08 21:00:00,259.422777,210.647422,146.491842,0.000000,127.654414,1.050000,0.250000
2025-01-08 22:00:00,254.099014,201.045026,143.396968,0.000000,144.558955,0.650000,0.250000
2025-01-08 23:00:00,254.941686,224.993298,144.594169,0.000000,142.401770,0.350000,0.250000
2025-01-09 00:00:00,278.065296,249.048568,139.984775,0.000000,134.531581,0.350000,0.250000
2025-01-09 01:00:00,246.440562,269.009367,157.204176,0.000000,129.403583,0.350000,0.250000
2025-01-09 02:00:00,247.957916,282.553424,148.898554,0.000000,122.946667,0.350000,0.250000
2025-01-09 03:00:00,282.560440,304.029355,161.837975,0.000000,105.879499,0.350000,0.250000
2025-01-09 04:00:00,274.011020,296.785052,152.365625,0.000000,89.288608,0.350000,0.250000
2025-01-09 05:00:00,256.057702,294.594504,156.390795,0.000000,82.435663,0.350000,0.250000
2025-01-09 06:00:00,272.850096,292.816897,157.369497,0.000000,52.682243,0.350000,0.250000
2025-01-09 07:00:00,306.594535,285.668437,177.243121,67.427208,45.927653,0.650000,0.250000
2025-01-09 08:00:00,312.722573,277.714298,224.284612,131.027581,55.107361,0.650000,0.250000
2025-01-09 09:00:00,335.476128,270.452141,263.247642,197.623975,42.160079,0.650000,0.250000
2025-01-09 10:00:00,320.550713,252.635742,282.328989,228.281713,59.251613,0.650000,0.250000
2025-01-09 11:00:00,358.594586,232.433848,301.364225,257.820582,46.516626,0.650000,0.250000
2025-01-09 12:00:00,371.217476,216.064040,309.084453,285.846430,39.571355,0.650000,0.250000
2025-01-09 13:00:00,367.848015,211.288492,298.298343,255.163840,47.869723,0.650000,0.250000
2025-01-09 14:00:00,340.261283,197.309128,274.721052,252.036815,52.598934,0.650000,0.250000
2025-01-09 15:00:00,329.234731,184.076262,277.879606,190.400728,96.017318,0.650000,0.250000
2025-01-09 16:00:00,313.894602,180.347221,227.926051,137.334246,88.155779,0.650000,0.250000
2025-01-09 17:00:00,306.735480,171.311416,199.541760,66.574682,100.923835,1.050000,0.250000
2025-01-09 18:00:00,251.945595,180.698036,162.880519,0.000000,110.137372,1.050000,0.250000
2025-01-09 19:00:00,251.433742,181.364738,138.577158,0.000000,124.541238,1.050000,0.250000
2025-01-09 20:00:00,280.637304,215.442059,146.626831,0.000000,131.896173,1.050000,0.250000
2025-01-09 21:00:00,262.994174,209.160717,151.814844,0.000000,128.566664,1.050000,0.250000
2025-01-09 22:00:00,248.031830,208.177210,156.545471,0.000000,127.846933,0.650000,0.250000
2025-01-09 23:00:00,264.911213,242.796195,152.762423,0.000000,148.182178,0.350000,0.250000
2025-01-10 00:00:00,257.680685,244.355831,149.610351,0.000000,128.999970,0.350000,0.250000
2025-01-10 01:00:00,252.232650,239.414421,146.175341,0.000000,102.964807,0.350000,0.250000
2025-01-10 02:00:00,261.639504,266.742003,152.468742,0.000000,87.819871,0.350000,0.250000
2025-01-10 03:00:00,243.111477,269.911760,141.201466,0.000000,85.664755,0.350000,0.250000
2025-01-10 04:00:00,250.221137,266.891444,144.172094,0.000000,69.355383,0.350000,0.250000
2025-01-10 05:00:00,243.166771,275.272908,138.408315,0.000000,66.318648,0.350000,0.250000
2025-01-10 06:00:00,243.069970,258.020853,133.415897,0.000000,49.949963,0.350000,0.250000
2025-01-10 07:00:00,285.316013,267.776007,187.259188,67.598023,51.475591,0.650000,0.250000
2025-01-10 08:00:00,288.859152,260.050612,224.604694,132.894428,22.514789,0.650000,0.250000
2025-01-10 09:00:00,301.602227,248.309346,245.488078,179.620511,40.389049,0.650000,0.250000
2025-01-10 10:00:00,334.310752,242.661714,263.778825,252.680763,49.805081,0.650000,0.250000
2025-01-10 11:00:00,324.121280,225.222466,277.234226,277.180094,68.704300,0.650000,0.250000
2025-01-10 12:00:00,304.442230,193.518239,271.642549,277.816715,55.124897,0.650000,0.250000
2025-01-10 13:00:00,312.771168,183.205476,269.462587,275.303868,89.120903,0.650000,0.250000
2025-01-10 14:00:00,317.141234,176.350955,253.112731,234.455635,76.950581,0.650000,0.250000
2025-01-10 15:00:00,296.146054,169.505550,227.165596,193.646674,91.783525,0.650000,0.250000
2025-01-10 16:00:00,294.319225,167.819178,200.290422,136.988815,92.044317,0.650000,0.250000
2025-01-10 17:00:00,276.329817,162.448440,165.940534,74.480052,116.884365,1.050000,0.250000
2025-01-10 18:00:00,253.352308,163.351499,152.823787,0.000000,118.739956,1.050000,0.250000
2025-01-10 19:00:00,254.998185,185.654702,156.253433,0.000000,117.852746,1.050000,0.250000
2025-01-10 20:00:00,263.815749,170.793373,129.989227,0.000000,138.509383,1.050000,0.250000
2025-01-10 21:00:00,244.767963,185.882231,135.175856,0.000000,124.445884,1.050000,0.250000
2025-01-10 22:00:00,273.376318,207.239801,147.663629,0.000000,131.235182,0.650000,0.250000
2025-01-10 23:00:00,237.434076,198.426265,129.545482,0.000000,101.973738,0.350000,0.250000
2025-01-11 00:00:00,247.712159,246.887509,145.142371,0.000000,101.689236,0.350000,0.250000
2025-01-11 01:00:00,254.532804,256.291584,137.241332,0.000000,108.441110,0.350000,0.250000
2025-01-11 02:00:00,241.650762,253.414954,132.381484,0.000000,62.582154,0.350000,0.250000
2025-01-11 03:00:00,249.283459,274.171405,135.514304,0.000000,85.199587,0.350000,0.250000
2025-01-11 04:00:00,255.663682,289.727468,152.070357,0.000000,87.703035,0.350000,0.250000
2025-01-11 05:00:00,241.873675,287.635050,142.398403,0.000000,36.487833,0.350000,0.250000
2025-01-11 06:00:00,246.186619,264.837361,149.592904,0.000000,41.465925,0.350000,0.250000
2025-01-11 07:00:00,274.815697,265.752194,173.541281,72.693665,46.070879,0.650000,0.250000
2025-01-11 08:00:00,313.450704,258.539241,220.776456,141.393080,54.549336,0.650000,0.250000
2025-01-11 09:00:00,305.570930,250.065399,241.236805,213.658526,54.478316,0.650000,0.250000
2025-01-11 10:00:00,332.829387,241.311436,276.999845,266.228215,46.529521,0.650000,0.250000
2025-01-11 11:00:00,338.360105,216.658867,279.062288,258.163333,77.621039,0.650000,0.250000
2025-01-11 12:00:00,341.268840,204.988113,293.257969,303.281036,43.330769,0.650000,0.250000
2025-01-11 13:00:00,343.433541,193.317222,280.879016,270.654532,78.074338,0.650000,0.250000
2025-01-11 14:00:00,349.068512,187.491841,266.061772,236.141060,85.265126,0.650000,0.250000
2025-01-11 15:00:00,285.386447,173.801142,248.924661,217.939653,93.709854,0.650000,0.250000
2025-01-11 16:00:00,278.685352,158.260108,213.209618,141.069252,81.945982,0.650000,0.250000
2025-01-11 17:00:00,278.563294,170.050118,176.560338,79.984114,109.862782,1.050000,0.250000
2025-01-11 18:00:00,263.040216,143.758963,139.074323,0.000000,138.625987,1.050000,0.250000
2025-01-11 19:00:00,240.144026,174.971651,146.378194,0.000000,131.031359,1.050000,0.250000
2025-01-11 20:00:00,252.757925,169.017800,151.377819,0.000000,128.270950,1.050000,0.250000
2025-01-11 21:00:00,247.978419,180.330400,143.684671,0.000000,136.981868,1.050000,0.250000
2025-01-11 22:00:00,229.178622,205.741872,147.790742,0.000000,116.073951,0.650000,0.250000
2025-01-11 23:00:00,258.763916,223.808436,145.150283,0.000000,127.442438,0.350000,0.250000
2025-01-12 00:00:00,290.174581,272.580857,170.702506,0.000000,95.326272,0.350000,0.250000
2025-01-12 01:00:00,280.351471,313.832743,169.894882,0.000000,100.991164,0.350000,0.250000
2025-01-12 02:00:00,291.430493,307.405406,171.778317,0.000000,82.584669,0.350000,0.250000
2025-01-12 03:00:00,315.695693,323.957600,164.270438,0.000000,62.575920,0.350000,0.250000
2025-01-12 04:00:00,289.692683,323.994715,174.610626,0.000000,68.524195,0.350000,0.250000
2025-01-12 05:00:00,288.183997,332.348347,158.264231,0.000000,65.976476,0.350000,0.250000
2025-01-12 06:00:00,304.255322,314.899129,173.913103,0.000000,27.270083,0.350000,0.250000
2025-01-12 07:00:00,319.508220,323.144455,215.024021,75.611687,48.494777,0.650000,0.250000
2025-01-12 08:00:00,362.698614,319.236729,227.983762,144.126413,44.557525,0.650000,0.250000
2025-01-12 09:00:00,345.643126,296.107452,295.555114,191.861700,55.065668,0.650000,0.250000
2025-01-12 10:00:00,372.293382,273.588623,323.968130,233.347663,63.726745,0.650000,0.250000
2025-01-12 11:00:00,371.273244,276.273751,333.681556,280.990382,74.406558,0.650000,0.250000
2025-01-12 12:00:00,380.372486,253.246747,331.968391,274.733917,72.453276,0.650000,0.250000
2025-01-12 13:00:00,386.760045,232.953798,330.907591,281.915978,89.894464,0.650000,0.250000
2025-01-12 14:00:00,389.441662,209.971172,329.986835,265.399102,116.778105,0.650000,0.250000
2025-01-12 15:00:00,383.083198,195.704971,303.399241,203.239526,124.153668,0.650000,0.250000
2025-01-12 16:00:00,345.351544,193.995444,249.244931,138.018945,138.634040,0.650000,0.250000
2025-01-12 17:00:00,321.975559,186.126106,217.170836,71.973519,136.827058,1.050000,0.250000
2025-01-12 18:00:00,301.686222,193.565828,159.848221,0.000000,113.841103,1.050000,0.250000
2025-01-12 19:00:00,295.583619,201.854651,163.760233,0.000000,120.032190,1.050000,0.250000
2025-01-12 20:00:00,306.190323,208.004954,170.164868,0.000000,150.731128,1.050000,0.250000
2025-01-12 21:00:00,291.011903,229.716756,185.886373,0.000000,125.292356,1.050000,0.250000
2025-01-12 22:00:00,285.621593,241.182141,171.359320,0.000000,117.076875,0.650000,0.250000
2025-01-12 23:00:00,310.346410,260.461531,185.676847,0.000000,133.923821,0.350000,0.250000
